Date,pct chage price,vol change pct,12 EMA diff,26 EMA diff,norm RSI 9
2005-01-03,0.0,0.0,0.0,0.0,0.0
2005-01-04,-0.018227879005142406,0.35309480256192627,0.0,0.0,0.0
2005-01-05,-0.006188702200208855,-0.06366195492420028,0.0,0.0,0.0
2005-01-06,-0.004930006146670851,-0.19535510902830164,0.0,0.0,0.0
2005-01-07,0.005215143960811768,0.19594383229740048,0.0,0.0,0.0
2005-01-10,-0.0005188186292995869,-0.2789495061086561,0.0,0.0,0.0
2005-01-11,-0.00700753870536715,0.19866793144082862,0.0,0.0,0.0
2005-01-12,0.008363918545740824,0.20071748929499206,0.0,0.0,0.0
2005-01-13,-0.013219339347463336,-0.20173394523419455,0.0,0.0,0.21052729120398836
2005-01-14,0.009456280883566861,-0.08355853559045483,0.0,0.0,0.3109547494844111
2005-01-18,0.00754621163737764,-0.018194774499282588,0.0,0.0,0.48750055630789574
2005-01-19,-0.01652890933552547,0.14407740158063828,-0.005906322174165994,0.0,0.4178576196924821
2005-01-20,-0.01917025530020504,0.1522456444499481,-0.014679383385397867,0.0,0.35029992096522933
2005-01-21,-0.008032108415436993,0.14554176907325242,-0.016480552057740756,0.0,0.2819773824599845
2005-01-24,-0.014035100363606038,-0.007723216991943375,-0.021045594583096204,0.0,0.24619354214067868
2005-01-25,0.004927465403524601,-0.13329333304242214,-0.015408654854699343,0.0,0.29870191636025323
2005-01-26,0.011985901726496072,-0.09822415296300367,-0.0071123780012291036,0.0,0.31989960738492995
2005-01-27,-0.0013459771118173463,-0.03546337532498711,-0.006698172961798381,0.0,0.3618235723725395
2005-01-28,-0.004851760446872781,0.0771204778943936,-0.008105198924053371,0.0,0.2732735966421595
2005-01-31,0.013001174992943017,-0.20160306533176411,-0.00040822315545456576,0.0,0.3125006773232187
2005-02-01,0.00320852745959736,-0.1405610730997006,0.0012562535969573223,0.0,0.4066667938227571
2005-02-02,0.0015991837035972127,0.30740252942489454,0.0018617298445202204,0.0,0.5493567431458518
2005-02-03,-0.01144226408260697,-0.09986571552657984,-0.004179230805041172,0.0,0.5203255814674737
2005-02-04,0.016150698505439667,0.10142316979432751,0.0044722397839738245,0.0,0.7401569126887818
2005-02-07,-0.002119253802773179,-0.27945660711768144,0.0027208610258440515,0.0,0.696720311928384
2005-02-08,0.0018583358886169103,0.01775367078771345,0.0032296022031887855,-0.0014094667967194739,0.6425113472811675
2005-02-09,-0.01669319131150681,0.28089017422004703,-0.005685595184213082,-0.009721938996134988,0.5018871889952842
2005-02-10,0.0010779012360400174,0.18328712667485736,-0.004276450819397028,-0.008469663415650933,0.545817223519113
2005-02-11,0.014804824077259169,-0.015301749522075145,0.0037272005759888386,-0.0004992139496389226,0.5581392598024938
2005-02-14,0.0045092351592848565,-0.4947844256887622,0.00540148512497105,0.001787295340768721,0.566539510327222
2005-02-15,0.006601531741515622,1.3931730557341342,0.007856481125847442,0.004944563768107974,0.5957440476593073
2005-02-16,-0.0036725968932632266,-0.38911773770703884,0.004800148298621338,0.002736969934869171,0.6640310603490519
2005-02-17,-0.013428076031597907,0.4404221048186272,-0.0027008284375511986,-0.00422577565912125,0.44262325837356487
2005-02-18,-0.003202635246131956,-0.4018869083087791,-0.0038901380306111243,-0.005517831711000692,0.43548401982409346
2005-02-22,-0.012315906379256707,0.7529511790256627,-0.009489541311909011,-0.011306942975694088,0.3519159224459796
