Date,Close
2005-07-19,39.18000030517578
2005-07-20,39.459999084472656
2005-07-21,39.470001220703125
2005-07-22,39.41999816894531
2005-07-25,39.27000045776367
2005-07-26,39.41999816894531
2005-07-27,39.720001220703125
2005-07-28,39.90999984741211
2005-07-29,39.58000183105469
2005-08-01,39.650001525878906
2005-08-02,40.08000183105469
2005-08-03,40.060001373291016
2005-08-04,39.66999816894531
2005-08-05,39.47999954223633
2005-08-08,39.189998626708984
2005-08-09,39.45000076293945
2005-08-10,39.11000061035156
2005-08-11,39.43000030517578
2005-08-12,39.209999084472656
2005-08-15,39.45000076293945
2005-08-16,38.810001373291016
2005-08-17,39.040000915527344
2005-08-18,38.84000015258789
2005-08-19,38.81999969482422
2005-08-22,38.84000015258789
2005-08-23,38.72999954223633
2005-08-24,38.5
2005-08-25,38.59000015258789
2005-08-26,38.459999084472656
2005-08-29,38.7599983215332
2005-08-30,38.619998931884766
2005-08-31,38.97999954223633
2005-09-01,38.91999816894531
2005-09-02,38.77000045776367
2005-09-06,39.34000015258789
2005-09-07,39.40999984741211
2005-09-08,39.400001525878906
2005-09-09,39.619998931884766
2005-09-12,39.72999954223633
2005-09-13,39.630001068115234
2005-09-14,39.18000030517578
2005-09-15,39.15999984741211
2005-09-16,39.400001525878906
2005-09-19,39.09000015258789
2005-09-20,38.93000030517578
2005-09-21,38.5
2005-09-22,38.63999938964844
2005-09-23,38.75
2005-09-26,38.7599983215332
2005-09-27,38.66999816894531
2005-09-28,38.68000030517578
2005-09-29,39.20000076293945
2005-09-30,39.459999084472656
2005-10-03,39.560001373291016
2005-10-04,39.29999923706055
2005-10-05,38.7599983215332
2005-10-06,38.25
2005-10-07,38.34000015258789
2005-10-10,38.130001068115234
2005-10-11,37.939998626708984
2005-10-12,37.4900016784668
2005-10-13,37.779998779296875
2005-10-14,38.060001373291016
2005-10-17,38.18000030517578
2005-10-18,37.90999984741211
2005-10-19,38.66999816894531
2005-10-20,38.310001373291016
2005-10-21,38.54999923706055
2005-10-24,39.15999984741211
2005-10-25,39.0099983215332
2005-10-26,38.810001373291016
2005-10-27,38.029998779296875
2005-10-28,38.31999969482422
2005-10-31,38.869998931884766
2005-11-01,38.84000015258789
2005-11-02,39.349998474121094
2005-11-03,39.939998626708984
2005-11-04,40.08000183105469
2005-11-07,40.130001068115234
2005-11-08,40.13999938964844
2005-11-09,40.15999984741211
2005-11-10,40.599998474121094
2005-11-11,40.709999084472656
2005-11-14,40.709999084472656
2005-11-15,40.52000045776367
2005-11-16,40.77000045776367
2005-11-17,41.310001373291016
2005-11-18,41.45000076293945
2005-11-21,41.54999923706055
2005-11-22,41.70000076293945
2005-11-23,41.79999923706055
2005-11-25,41.88999938964844
2005-11-28,41.540000915527344
2005-11-29,41.34000015258789
2005-11-30,41.2400016784668
2005-12-01,42.0099983215332
2005-12-02,42.11000061035156
2005-12-05,41.79999923706055
2005-12-06,41.939998626708984
2005-12-07,41.86000061035156
2005-12-08,41.560001373291016
2005-12-09,41.720001220703125
2005-12-12,41.869998931884766
2005-12-13,42.040000915527344
2005-12-14,41.900001525878906
2005-12-15,41.970001220703125
2005-12-16,41.58000183105469
2005-12-19,40.91999816894531
2005-12-20,40.95000076293945
2005-12-21,41.130001068115234
2005-12-22,41.400001525878906
2005-12-23,41.400001525878906
2005-12-27,41.040000915527344
2005-12-28,40.9900016784668
2005-12-29,40.720001220703125
2005-12-30,40.40999984741211
