Date,Close
2005-01-03,39.5
2005-01-04,38.779998779296875
2005-01-05,38.540000915527344
2005-01-06,38.349998474121094
2005-01-07,38.54999923706055
2005-01-10,38.529998779296875
2005-01-11,38.2599983215332
2005-01-12,38.58000183105469
2005-01-13,38.06999969482422
2005-01-14,38.43000030517578
2005-01-18,38.720001220703125
2005-01-19,38.08000183105469
2005-01-20,37.349998474121094
2005-01-21,37.04999923706055
2005-01-24,36.529998779296875
2005-01-25,36.709999084472656
2005-01-26,37.150001525878906
2005-01-27,37.099998474121094
2005-01-28,36.91999816894531
2005-01-31,37.400001525878906
2005-02-01,37.52000045776367
2005-02-02,37.58000183105469
2005-02-03,37.150001525878906
2005-02-04,37.75
2005-02-07,37.66999816894531
2005-02-08,37.7400016784668
2005-02-09,37.11000061035156
2005-02-10,37.150001525878906
2005-02-11,37.70000076293945
2005-02-14,37.869998931884766
2005-02-15,38.119998931884766
2005-02-16,37.97999954223633
2005-02-17,37.470001220703125
2005-02-18,37.349998474121094
2005-02-22,36.88999938964844
2005-02-23,36.939998626708984
2005-02-24,37.40999984741211
2005-02-25,37.619998931884766
2005-02-28,37.220001220703125
2005-03-01,37.630001068115234
2005-03-02,37.61000061035156
2005-03-03,37.29999923706055
2005-03-04,37.52000045776367
2005-03-07,38.060001373291016
2005-03-08,37.68000030517578
2005-03-09,37.56999969482422
2005-03-10,37.52000045776367
2005-03-11,37.16999816894531
2005-03-14,37.34000015258789
2005-03-15,37.040000915527344
2005-03-16,36.619998931884766
2005-03-17,36.709999084472656
2005-03-18,36.5099983215332
2005-03-21,36.58000183105469
2005-03-22,36.130001068115234
2005-03-23,36.2599983215332
2005-03-24,36.27000045776367
2005-03-28,36.34000015258789
2005-03-29,36.04999923706055
2005-03-30,36.72999954223633
2005-03-31,36.56999969482422
2005-04-01,36.20000076293945
2005-04-04,36.459999084472656
2005-04-05,36.560001373291016
2005-04-06,36.5
2005-04-07,36.939998626708984
2005-04-08,36.63999938964844
2005-04-11,36.47999954223633
2005-04-12,36.65999984741211
2005-04-13,36.060001373291016
2005-04-14,35.54999923706055
2005-04-15,34.7400016784668
2005-04-18,34.75
2005-04-19,34.9900016784668
2005-04-20,34.70000076293945
2005-04-21,35.619998931884766
2005-04-22,35.09000015258789
2005-04-25,35.380001068115234
2005-04-26,35.04999923706055
2005-04-27,35.099998474121094
2005-04-28,34.75
2005-04-29,34.97999954223633
2005-05-02,35.119998931884766
2005-05-03,35.29999923706055
2005-05-04,35.72999954223633
2005-05-05,35.7599983215332
2005-05-06,35.86000061035156
2005-05-09,36.029998779296875
2005-05-10,35.77000045776367
2005-05-11,35.95000076293945
2005-05-12,35.849998474121094
2005-05-13,36.2400016784668
2005-05-16,36.47999954223633
2005-05-17,36.70000076293945
2005-05-18,37.20000076293945
2005-05-19,37.5099983215332
2005-05-20,37.65999984741211
2005-05-23,37.849998474121094
2005-05-24,37.970001220703125
2005-05-25,37.810001373291016
2005-05-26,38.189998626708984
2005-05-27,38.209999084472656
2005-05-31,38.08000183105469
2005-06-01,38.38999938964844
2005-06-02,38.65999984741211
2005-06-03,38.099998474121094
2005-06-06,38.11000061035156
2005-06-07,37.790000915527344
2005-06-08,37.709999084472656
2005-06-09,37.95000076293945
2005-06-10,37.54999923706055
2005-06-13,37.72999954223633
2005-06-14,37.58000183105469
2005-06-15,37.70000076293945
2005-06-16,37.900001525878906
2005-06-17,37.869998931884766
2005-06-20,37.869998931884766
2005-06-21,37.849998474121094
2005-06-22,37.810001373291016
2005-06-23,37.38999938964844
2005-06-24,36.970001220703125
2005-06-27,36.79999923706055
2005-06-28,37.150001525878906
2005-06-29,37.06999969482422
2005-06-30,36.779998779296875
2005-07-01,36.72999954223633
2005-07-05,37.11000061035156
2005-07-06,36.93000030517578
2005-07-07,37.060001373291016
2005-07-08,37.77000045776367
2005-07-11,38.119998931884766
2005-07-12,38.29999923706055
2005-07-13,38.38999938964844
2005-07-14,38.77000045776367
2005-07-15,38.88999938964844
2005-07-18,38.72999954223633
