Date,Close,RSI,12 EMA,26 EMA,pct change,RSI div,bol band upper,bol band lower
2014-02-07,87.30000305175781,49.5444634529493,85.87140311986347,86.77807705218976,0.017838480454401312,0.2759011055628604,89.57977844219096,83.87522262592427
2014-02-10,87.80000305175781,59.93233425547641,86.0911877247703,86.81673823734295,0.005727376661184806,0.18863621400862224,89.63451651441879,83.87048455369644
2014-02-11,88.80000305175781,62.751712222598215,86.35408239046068,86.88957266804034,0.011389521244213434,0.1718772419170845,89.89043294082398,83.893568218844
2014-02-12,88.97000122070312,67.84289532768962,86.73037787681407,87.0310860297972,0.0019143937286379108,0.13472811457502568,90.0821589011123,83.83384222803811
2014-02-13,89.62999725341797,68.66207543898791,87.07493531433546,87.17470937727171,0.007418186171287408,0.13246349901030766,90.31143849673335,83.73056208310065
2014-02-14,89.80999755859375,71.79973131457314,87.468021766502,87.35658255328255,0.0020082596306106332,0.11144295810405865,90.56441953902919,83.62058107132236
2014-02-18,90.25,72.64022046561875,87.82832573451611,87.53831699812042,0.004899259028697602,0.10810826754389556,90.94776986819839,83.47423101681137
2014-02-19,89.62999725341797,67.50691652383188,88.20089100612901,87.73918240566705,-0.006869836527224723,0.14078856582958457,91.11280651270722,83.41719379246855
2014-02-20,90.05000305175781,67.50691652383188,88.42075350571193,87.87924276475971,0.004685995885421353,0.14307900020291167,91.32078345514721,83.33621727727466
2014-02-21,89.93000030517578,68.4939352106341,88.67140728202668,88.04003982305586,-0.0013326234593579922,0.1353082476126372,91.5315987042913,83.2704017229548
2014-02-24,90.41000366210938,68.4939352106341,88.86503697789577,88.18003689580549,0.005337522020512747,0.13792023411720786,91.91280365960417,83.25619734747592
2014-02-25,90.30999755859375,70.14202303350947,89.10272416008247,88.34521961923541,-0.0011061398016239362,0.12569473697283473,92.22042501842368,83.38957559192788
2014-02-26,90.2300033569336,68.90670421079099,89.28845852908421,88.49075872585455,-0.0008857734893443604,0.13399359250327547,92.46555714334124,83.58244395529158
2014-02-27,90.44000244140625,68.90670421079099,89.43331157952258,88.61959166149003,0.0023273753370255104,0.13513488093365836,92.61474877608879,83.98425253616708
2014-02-28,90.33999633789062,68.813977158562,89.58818709673545,88.75443690444679,-0.0011057728971249905,0.1352527914096246,92.81133554594774,84.17166540009717
2014-03-03,89.66999816894531,57.66567308752798,89.70385005691317,88.87188575136855,-0.007416406864124481,0.2172204789816723,92.87964203470382,84.44335906392898
2014-03-04,90.80999755859375,57.66567308752797,89.69864207414888,88.93100518970758,0.012713275487087545,0.2232306769643241,92.76822493178436,85.2067758311551
2014-03-05,91.05999755859375,68.61505429593211,89.86961984098654,89.07018980962508,0.002753000844854019,0.1405663752851661,92.65651805739067,85.93348209519722
2014-03-06,90.9800033569336,69.17001650778244,90.05275487446458,89.21758297621535,-0.0008784779684260691,0.13618472771701665,92.25839630387696,86.96060394026367
2014-03-07,90.52999877929688,61.804333874969984,90.19540848715212,89.34813263404634,-0.00494619214148912,0.18856986736878117,91.81040580669934,87.88459465106435
2014-03-10,90.61000061035156,61.804333874969984,90.24688391671285,89.43567827443526,0.0008837052041691065,0.18899578463307692,91.59218062265344,88.43381959096959
2014-03-11,90.22000122070312,56.27849825589159,90.30274802342649,89.52266511413276,-0.004304153923644084,0.2316849871232585,91.32150307198714,88.94649695853045
2014-03-12,90.55999755859375,56.27849825589159,90.29001774608443,89.57431964054538,0.003768525086348644,0.2334639776344015,91.24235299690619,89.20164648429497
2014-03-13,89.27999877929688,43.92936980963752,90.33155310185509,89.64733281966008,-0.01413426251992438,0.34044624225796827,91.18455980550323,89.29043943155733
2014-03-14,88.66999816894531,38.25827700768249,90.16977551376921,89.62012289074428,-0.006832444205778993,0.39716699128789146,91.34136826043377,89.03763106817951
2014-03-17,89.44999694824219,38.25827700768249,89.93904053764246,89.54974328172214,0.008796648194474106,0.40084889063826235,91.35903741334428,88.98396185423385
2014-03-18,90.52999877929688,48.928207295570544,89.8638030623501,89.54235466442734,0.012073805119072294,0.2983101006002661,91.38348979843245,88.98750934707537
2014-03-19,90.04000091552734,54.51456274542005,89.96629471111115,89.615513487751,-0.005412546894693959,0.24575798418535008,91.37770922597659,89.03429028574217
2014-03-20,90.29000091552734,54.51456274542005,89.97763412717518,89.64695700091961,0.0027765437300977156,0.24706015656988328,91.38789671295206,89.04810258514365
2014-03-21,89.0,44.6073370745678,90.02569055615244,89.69458988348315,-0.014287306484072698,0.33226216387095675,91.45773980210127,88.88525946547686
2014-03-24,88.22000122070312,38.87459589811983,89.86789200905207,89.64313878100292,-0.008764031228054775,0.38825730157867705,91.60916137923024,88.51483764420726
2014-03-25,88.51000213623047,38.87459589811983,89.61437034930609,89.53772118394367,0.0032872467866083806,0.3896499812695256,91.66130451236666,88.2826949688345
2014-03-26,87.37000274658203,34.60335007946908,89.44446754729445,89.46159384707603,-0.012879893369495164,0.4326080364648551,91.87325521594175,87.78474420422427
2014-03-27,86.87999725341797,31.788531018121432,89.12531911641561,89.30666117296536,-0.005608395075656923,0.46424664599560284,92.05887106064026,87.24312784072694
2014-03-28,87.05000305175781,31.788531018121432,88.77988498364674,89.12690829003593,0.0019567887167855026,0.4650130739675871,92.13380347098936,86.83919610176454
2014-03-31,87.66999816894531,34.140954987984045,88.51374930181767,88.97306345757089,0.007122287139023602,0.4394435951256343,92.15303043772002,86.6199691350339
2014-04-01,89.20999908447266,42.304473666186276,88.38394143522193,88.87654010285789,0.017565882829832735,0.35665675752063847,91.99103032626392,86.62196939907788
2014-04-02,89.44000244140625,57.147522839169184,88.51102722741435,88.90124076816268,0.0025782239580095087,0.22029486847825375,91.7819652921074,86.66903492151565
2014-04-03,88.7300033569336,52.241148249264576,88.6539464911054,88.9411490402548,-0.007938272194679213,0.2588391645519103,91.53907786109518,86.68692235252787
2014-04-04,86.37000274658203,36.68469477570058,88.66564754738665,88.92550861926804,-0.026597548980788425,0.4037660403974785,91.52511175167987,86.28488885867168
2014-04-07,85.55000305175781,32.85982049519308,88.31247142418594,88.73621188795796,-0.00949403344619749,0.4449815140183235,91.54218256419935,85.76181829029284
2014-04-08,86.33999633789062,32.85982049519308,87.88747628996623,88.5001964186098,0.009234287059637695,0.4486598827377914,91.42488727243735,85.49111309377359
