Date,Close,change,upward movement,downward movement
27/10/2005,38.02999878,-0.780002594,0,-0.780002594
28/10/2005,38.31999969,0.290000916,0.290000916,0
31/10/2005,38.86999893,0.549999237,0.549999237,0
01/11/2005,38.84000015,-0.029998779,0,-0.029998779
02/11/2005,39.34999847,0.509998322,0.509998322,0
03/11/2005,39.93999863,0.590000153,0.590000153,0
04/11/2005,40.08000183,0.140003204,0.140003204,0
07/11/2005,40.13000107,0.049999237,0.049999237,0
08/11/2005,40.13999939,0.009998322,0.009998322,0
09/11/2005,40.15999985,0.020000458,0.020000458,0
10/11/2005,40.59999847,0.439998627,0.439998627,0
11/11/2005,40.70999908,0.11000061,0.11000061,0
14/11/2005,40.70999908,0,0,0
15/11/2005,40.52000046,-0.189998627,0,-0.189998627
16/11/2005,40.77000046,0.25,0.25,0
17/11/2005,41.31000137,0.540000916,0.540000916,0
18/11/2005,41.45000076,0.13999939,0.13999939,0
21/11/2005,41.54999924,0.099998474,0.099998474,0
22/11/2005,41.70000076,0.150001526,0.150001526,0
23/11/2005,41.79999924,0.099998474,0.099998474,0
25/11/2005,41.88999939,0.090000153,0.090000153,0
28/11/2005,41.54000092,-0.349998474,0,-0.349998474
29/11/2005,41.34000015,-0.200000763,0,-0.200000763
30/11/2005,41.24000168,-0.099998474,0,-0.099998474
01/12/2005,42.00999832,0.769996643,0.769996643,0
02/12/2005,42.11000061,0.100002289,0.100002289,0
05/12/2005,41.79999924,-0.310001373,0,-0.310001373
06/12/2005,41.93999863,0.13999939,0.13999939,0
07/12/2005,41.86000061,-0.079998016,0,-0.079998016
08/12/2005,41.56000137,-0.299999237,0,-0.299999237
09/12/2005,41.72000122,0.159999847,0.159999847,0
12/12/2005,41.86999893,0.149997711,0.149997711,0
13/12/2005,42.04000092,0.170001984,0.170001984,0
14/12/2005,41.90000153,-0.13999939,0,-0.13999939
15/12/2005,41.97000122,0.069999695,0.069999695,0
16/12/2005,41.58000183,-0.38999939,0,-0.38999939
19/12/2005,40.91999817,-0.660003662,0,-0.660003662
20/12/2005,40.95000076,0.030002594,0.030002594,0
21/12/2005,41.13000107,0.180000305,0.180000305,0
22/12/2005,41.40000153,0.270000458,0.270000458,0
23/12/2005,41.40000153,0,0,0
27/12/2005,41.04000092,-0.36000061,0,-0.36000061
28/12/2005,40.99000168,-0.049999237,0,-0.049999237
29/12/2005,40.72000122,-0.270000458,0,-0.270000458
30/12/2005,40.40999985,-0.310001373,0,-0.310001373
03/01/2006,41.31000137,0.900001526,0.900001526,0
04/01/2006,41.74000168,0.430000305,0.430000305,0
05/01/2006,41.91999817,0.17999649,0.17999649,0
06/01/2006,42.68000031,0.760002136,0.760002136,0
09/01/2006,42.84999847,0.169998169,0.169998169,0
10/01/2006,42.88000107,0.030002594,0.030002594,0
11/01/2006,43.20999908,0.329998016,0.329998016,0
12/01/2006,43,-0.209999084,0,-0.209999084
13/01/2006,42.97999954,-0.020000458,0,-0.020000458
17/01/2006,42.70000076,-0.279998779,0,-0.279998779
18/01/2006,42.20999908,-0.490001678,0,-0.490001678
19/01/2006,42.52000046,0.310001373,0.310001373,0
20/01/2006,41.25,-1.270000458,0,-1.270000458
23/01/2006,41.25999832,0.009998322,0.009998322,0
24/01/2006,41.43999863,0.180000305,0.180000305,0
25/01/2006,41.25999832,-0.180000305,0,-0.180000305
26/01/2006,41.54999924,0.290000916,0.290000916,0
27/01/2006,42.11000061,0.560001373,0.560001373,0
30/01/2006,42.18999863,0.079998016,0.079998016,0
31/01/2006,42,-0.189998627,0,-0.189998627
01/02/2006,42.15000153,0.150001526,0.150001526,0
02/02/2006,41.43000031,-0.720001221,0,-0.720001221
03/02/2006,40.91999817,-0.510002136,0,-0.510002136
06/02/2006,40.81000137,-0.109996796,0,-0.109996796
07/02/2006,40.63000107,-0.180000305,0,-0.180000305
08/02/2006,41.09999847,0.469997406,0.469997406,0
09/02/2006,40.70999908,-0.38999939,0,-0.38999939
10/02/2006,40.95999908,0.25,0.25,0
13/02/2006,40.49000168,-0.469997406,0,-0.469997406
14/02/2006,40.90000153,0.409999847,0.409999847,0
15/02/2006,41.15999985,0.259998322,0.259998322,0
16/02/2006,41.54000092,0.380001068,0.380001068,0
17/02/2006,41.20999908,-0.330001831,,
21/02/2006,40.75,-0.459999084,,
22/02/2006,41.25999832,0.509998322,,
23/02/2006,41.15000153,-0.109996796,,
24/02/2006,41.25999832,0.109996796,,
27/02/2006,41.72000122,0.460002899,,
28/02/2006,41.09999847,-0.620002747,,
01/03/2006,41.65999985,0.560001373,,
02/03/2006,41.68999863,0.029998779,,
03/03/2006,41.45000076,-0.239997864,,
06/03/2006,41.09000015,-0.36000061,,
07/03/2006,40.84999847,-0.240001678,,
08/03/2006,40.86999893,0.020000458,,
09/03/2006,40.52000046,-0.349998474,,
10/03/2006,40.56000137,0.040000916,,
13/03/2006,40.68000031,0.119998932,,
14/03/2006,41.36999893,0.689998627,,
15/03/2006,41.72000122,0.350002289,,
16/03/2006,41.36999893,-0.350002289,,
17/03/2006,41.45000076,0.080001831,,
20/03/2006,41.54999924,0.099998474,,
21/03/2006,41.11000061,-0.439998627,,
22/03/2006,41.20999908,0.099998474,,
23/03/2006,41.09000015,-0.119998932,,
24/03/2006,41.29999924,0.209999084,,
27/03/2006,41.31000137,0.010002136,,
28/03/2006,41.13999939,-0.170001984,,
29/03/2006,41.91999817,0.779998779,,
30/03/2006,42.04999924,0.130001068,,
31/03/2006,41.93000031,-0.119998932,,
03/04/2006,41.97999954,0.049999237,,
04/04/2006,42.20999908,0.229999542,,
05/04/2006,42.61000061,0.400001526,,
06/04/2006,42.72999954,0.119998932,,
07/04/2006,42.31999969,-0.409999847,,
10/04/2006,42.25999832,-0.060001373,,
11/04/2006,41.91999817,-0.340000153,,
12/04/2006,41.93000031,0.010002136,,
13/04/2006,42.09999847,0.169998169,,
17/04/2006,41.65999985,-0.439998627,,
18/04/2006,42.45999908,0.799999237,,
19/04/2006,42.65000153,0.190002441,,
20/04/2006,42.5,-0.150001526,,
21/04/2006,42,-0.5,,
24/04/2006,41.95999908,-0.040000916,,
25/04/2006,41.86999893,-0.090000153,,
26/04/2006,41.86000061,-0.009998322,,
27/04/2006,42.25999832,0.399997711,,
28/04/2006,41.84999847,-0.409999847,,
01/05/2006,41.43999863,-0.409999847,,
02/05/2006,41.54999924,0.11000061,,
03/05/2006,41.49000168,-0.059997559,,
04/05/2006,41.83000183,0.340000153,,
05/05/2006,42.15999985,0.329998016,,
08/05/2006,42.20000076,0.040000916,,
09/05/2006,42.04000092,-0.159999847,,
10/05/2006,41.66999817,-0.370002747,,
11/05/2006,40.74000168,-0.92999649,,
12/05/2006,40.18999863,-0.550003052,,
15/05/2006,40.15999985,-0.029998779,,
16/05/2006,39.86000061,-0.299999237,,
17/05/2006,39.31999969,-0.540000916,,
18/05/2006,39.04999924,-0.270000458,,
19/05/2006,39.34999847,0.299999237,,
22/05/2006,38.97000122,-0.379997253,,
23/05/2006,38.59000015,-0.380001068,,
24/05/2006,38.84999847,0.259998322,,
25/05/2006,39.36000061,0.510002136,,
26/05/2006,39.49000168,0.130001068,,
30/05/2006,38.63999939,-0.850002289,,
31/05/2006,38.81999969,0.180000305,,
01/06/2006,39.74000168,0.920001984,,
02/06/2006,39.63999939,-0.100002289,,
05/06/2006,38.77999878,-0.86000061,,
06/06/2006,38.75,-0.029998779,,
07/06/2006,38.45999908,-0.290000916,,
08/06/2006,38.40000153,-0.059997559,,
09/06/2006,38.15000153,-0.25,,
12/06/2006,37.40000153,-0.75,,
13/06/2006,37.25,-0.150001526,,
14/06/2006,37.63000107,0.380001068,,
15/06/2006,38.65000153,1.020000458,,
16/06/2006,38.34000015,-0.310001373,,
19/06/2006,38.02999878,-0.310001373,,
20/06/2006,38.08000183,0.050003052,,
21/06/2006,38.68000031,0.599998474,,
22/06/2006,38.18999863,-0.490001678,,
23/06/2006,38.15000153,-0.039997101,,
26/06/2006,38.25,0.099998474,,
27/06/2006,37.52999878,-0.720001221,,
28/06/2006,37.81000137,0.280002594,,
29/06/2006,38.95999908,1.149997711,,
30/06/2006,38.77000046,-0.189998627,,
03/07/2006,39,0.229999542,,
05/07/2006,38.15000153,-0.849998474,,
06/07/2006,38.11000061,-0.040000916,,
07/07/2006,37.68999863,-0.420001984,,
10/07/2006,37.36000061,-0.329998016,,
11/07/2006,37.63999939,0.279998779,,
12/07/2006,36.93000031,-0.709999084,,
13/07/2006,36.31000137,-0.619998932,,
14/07/2006,35.93999863,-0.370002747,,
17/07/2006,36.02999878,0.090000153,,
18/07/2006,36.15000153,0.120002747,,
19/07/2006,36.61999893,0.469997406,,
20/07/2006,36.08000183,-0.539997101,,
21/07/2006,35.70000076,-0.380001068,,
24/07/2006,36.40999985,0.709999084,,
25/07/2006,36.61999893,0.209999084,,
26/07/2006,36.59000015,-0.029998779,,
27/07/2006,36.34999847,-0.240001678,,
28/07/2006,37.11000061,0.760002136,,
31/07/2006,37.09999847,-0.010002136,,
01/08/2006,36.47999954,-0.619998932,,
02/08/2006,36.88999939,0.409999847,,
03/08/2006,37.11999893,0.229999542,,
04/08/2006,36.95000076,-0.169998169,,
07/08/2006,36.70999908,-0.240001678,,
08/08/2006,36.47999954,-0.229999542,,
09/08/2006,36.52999878,0.049999237,,
10/08/2006,36.79000092,0.260002136,,
11/08/2006,36.52999878,-0.260002136,,
14/08/2006,36.77000046,0.240001678,,
15/08/2006,37.70000076,0.930000305,,
16/08/2006,38.59000015,0.88999939,,
17/08/2006,38.72999954,0.13999939,,
18/08/2006,38.79000092,0.060001373,,
21/08/2006,38.41999817,-0.370002747,,
22/08/2006,38.43000031,0.010002136,,
23/08/2006,38.13999939,-0.290000916,,
24/08/2006,38.25,0.11000061,,
25/08/2006,38.31999969,0.069999695,,
28/08/2006,38.61000061,0.290000916,,
29/08/2006,38.72999954,0.119998932,,
30/08/2006,38.90999985,0.180000305,,
31/08/2006,38.86999893,-0.040000916,,
01/09/2006,39.08000183,0.210002899,,
05/09/2006,39.45999908,0.379997253,,
06/09/2006,38.66999817,-0.790000916,,
07/09/2006,38.49000168,-0.17999649,,
08/09/2006,38.72000122,0.229999542,,
11/09/2006,38.95999908,0.239997864,,
12/09/2006,39.68000031,0.720001221,,
13/09/2006,39.95000076,0.270000458,,
14/09/2006,39.99000168,0.040000916,,
15/09/2006,40.11000061,0.119998932,,
18/09/2006,40.11999893,0.009998322,,
19/09/2006,39.84999847,-0.270000458,,
20/09/2006,40.43000031,0.580001831,,
21/09/2006,40.18000031,-0.25,,
22/09/2006,39.86999893,-0.310001373,,
25/09/2006,40.56999969,0.700000763,,
26/09/2006,40.77000046,0.200000763,,
27/09/2006,40.72000122,-0.049999237,,
28/09/2006,40.83000183,0.11000061,,
29/09/2006,40.65000153,-0.180000305,,
02/10/2006,40.13999939,-0.510002136,,
03/10/2006,40.31000137,0.170001984,,
04/10/2006,41.29999924,0.989997864,,
05/10/2006,41.5,0.200000763,,
06/10/2006,41.40999985,-0.090000153,,
09/10/2006,41.54999924,0.13999939,,
10/10/2006,41.61999893,0.069999695,,
11/10/2006,41.54000092,-0.079998016,,
12/10/2006,42.20000076,0.659999847,,
13/10/2006,42.43000031,0.229999542,,
16/10/2006,42.47000122,0.040000916,,
17/10/2006,42,-0.470001221,,
18/10/2006,41.79999924,-0.200000763,,
19/10/2006,41.90000153,0.100002289,,
20/10/2006,42,0.099998474,,
23/10/2006,42.43000031,0.430000305,,
24/10/2006,42.13999939,-0.290000916,,
25/10/2006,42.43000031,0.290000916,,
26/10/2006,42.81999969,0.38999939,,
27/10/2006,42.20999908,-0.61000061,,
30/10/2006,42.47999954,0.270000458,,
31/10/2006,42.58000183,0.100002289,,
01/11/2006,42,-0.580001831,,
02/11/2006,42.04000092,0.040000916,,
03/11/2006,41.93000031,-0.11000061,,
06/11/2006,42.54000092,0.61000061,,
07/11/2006,42.83000183,0.290000916,,
08/11/2006,43.02999878,0.199996948,,
09/11/2006,42.83000183,-0.199996948,,
10/11/2006,43.02999878,0.199996948,,
13/11/2006,43.47000122,0.440002441,,
14/11/2006,43.93000031,0.459999084,,
15/11/2006,44.11000061,0.180000305,,
16/11/2006,44.29999924,0.189998627,,
17/11/2006,44.29999924,0,,
20/11/2006,44.38999939,0.090000153,,
21/11/2006,44.45000076,0.060001373,,
22/11/2006,44.72999954,0.279998779,,
24/11/2006,44.65000153,-0.079998016,,
27/11/2006,43.63999939,-1.010002136,,
28/11/2006,43.77000046,0.130001068,,
29/11/2006,44.06999969,0.299999237,,
30/11/2006,44.04000092,-0.029998779,,
01/12/2006,43.65999985,-0.380001068,,
04/12/2006,44.25999832,0.599998474,,
05/12/2006,44.41999817,0.159999847,,
06/12/2006,44.25999832,-0.159999847,,
07/12/2006,43.70000076,-0.559997559,,
08/12/2006,43.90000153,0.200000763,,
11/12/2006,44.06000137,0.159999847,,
12/12/2006,43.79999924,-0.260002136,,
13/12/2006,43.88000107,0.080001831,,
14/12/2006,44.36999893,0.489997864,,
15/12/2006,44.43000031,0.060001373,,
18/12/2006,43.99000168,-0.439998627,,
19/12/2006,43.84999847,-0.140003204,,
20/12/2006,43.68999863,-0.159999847,,
21/12/2006,43.38000107,-0.309997559,,
22/12/2006,42.93000031,-0.450000763,,
26/12/2006,43.11000061,0.180000305,,
27/12/2006,43.33000183,0.220001221,,
28/12/2006,43.11999893,-0.210002899,,
29/12/2006,43.15999985,0.040000916,,
03/01/2007,43.24000168,0.080001831,,
04/01/2007,44.06000137,0.819999695,,
05/01/2007,43.84999847,-0.210002899,,
08/01/2007,43.88000107,0.030002594,,
09/01/2007,44.09999847,0.219997406,,
10/01/2007,44.61999893,0.520000458,,
11/01/2007,45.08000183,0.460002899,,
12/01/2007,45.31000137,0.229999542,,
16/01/2007,45.27999878,-0.030002594,,
17/01/2007,44.90999985,-0.369998932,,
18/01/2007,44.08000183,-0.829998016,,
19/01/2007,44.16999817,0.089996338,,
22/01/2007,43.68999863,-0.479999542,,
23/01/2007,43.58000183,-0.109996796,,
24/01/2007,44.29999924,0.719997406,,
25/01/2007,43.72999954,-0.569999695,,
26/01/2007,43.56999969,-0.159999847,,
29/01/2007,43.61000061,0.040000916,,
30/01/2007,43.63000107,0.020000458,,
31/01/2007,44.06999969,0.439998627,,
01/02/2007,44,-0.069999695,,
02/02/2007,44.15999985,0.159999847,,
05/02/2007,44.11999893,-0.040000916,,
06/02/2007,44.06000137,-0.059997559,,
07/02/2007,44.45999908,0.399997711,,
08/02/2007,44.45000076,-0.009998322,,
09/02/2007,43.88000107,-0.569999695,,
12/02/2007,43.70999908,-0.170001984,,
13/02/2007,43.86000061,0.150001526,,
14/02/2007,44.59999847,0.739997864,,
15/02/2007,44.86000061,0.260002136,,
16/02/2007,44.70999908,-0.150001526,,
20/02/2007,45.04999924,0.340000153,,
21/02/2007,45.18999863,0.13999939,,
22/02/2007,45.41999817,0.229999542,,
23/02/2007,45.25999832,-0.159999847,,
26/02/2007,45.04000092,-0.219997406,,
27/02/2007,43.18999863,-1.850002289,,
28/02/2007,43.33000183,0.140003204,,
01/03/2007,43.13000107,-0.200000763,,
02/03/2007,42.47999954,-0.650001526,,
05/03/2007,42.15000153,-0.329998016,,
06/03/2007,42.84999847,0.699996948,,
07/03/2007,42.68000031,-0.169998169,,
08/03/2007,42.97000122,0.290000916,,
09/03/2007,42.93000031,-0.040000916,,
12/03/2007,43.20999908,0.279998779,,
13/03/2007,42.36999893,-0.840000153,,
14/03/2007,42.99000168,0.620002747,,
15/03/2007,42.88999939,-0.100002289,,
16/03/2007,42.83000183,-0.059997559,,
19/03/2007,43.27000046,0.439998627,,
20/03/2007,43.58000183,0.310001373,,
21/03/2007,44.41999817,0.839996338,,
22/03/2007,44.25999832,-0.159999847,,
23/03/2007,44.11999893,-0.13999939,,
26/03/2007,44.29999924,0.180000305,,
27/03/2007,43.99000168,-0.309997559,,
28/03/2007,43.52000046,-0.470001221,,
29/03/2007,43.56999969,0.049999237,,
30/03/2007,43.52999878,-0.040000916,,
02/04/2007,43.59000015,0.060001373,,
03/04/2007,44.15999985,0.569999695,,
04/04/2007,44.34000015,0.180000305,,
05/04/2007,44.56000137,0.220001221,,
09/04/2007,44.45000076,-0.11000061,,
10/04/2007,44.68000031,0.229999542,,
11/04/2007,44.20999908,-0.470001221,,
