Date,Close,RSI,12 EMA,26 EMA
2005-02-08,37.7400016784668,64.25113472811675,37.497016040280975,37.84653839698205
2005-02-09,37.11000061035156,50.18871889952842,37.53439844615572,37.83864678820314
2005-02-10,37.150001525878906,54.581722351911296,37.469106471416616,37.78467299725117
2005-02-11,37.70000076293945,55.81392598024938,37.42001340287235,37.73766029566804
2005-02-14,37.869998931884766,56.653951032722205,37.463088381344214,37.73487070065111
2005-02-15,38.119998931884766,59.57440476593074,37.5256900045043,37.74488019926101
2005-02-16,37.97999954223633,66.40310603490519,37.617122147178215,37.772666772047955
2005-02-17,37.470001220703125,44.262325837356485,37.67294943872562,37.78802475502487
2005-02-18,37.349998474121094,43.548401982409345,37.64172663595293,37.764467456186225
2005-02-22,36.88999938964844,35.191592244597956,37.59684538028649,37.73376605010733
2005-02-23,36.939998626708984,46.28816159677766,37.48809984326525,37.67126481599926
2005-02-24,37.40999984741211,54.779385468513986,37.40377657917967,37.617096950125905
2005-02-25,37.619998931884766,48.31928732397075,37.404734005061584,37.60175642399896
2005-02-28,37.220001220703125,37.54792127975212,37.4378516861113,37.603107720879386
2005-03-01,37.630001068115234,41.155262498313,37.40433622989466,37.57472946160707
2005-03-02,37.61000061035156,43.018882048019165,37.43905389731321,37.57882365468175
2005-03-03,37.29999923706055,46.53057284278937,37.4653533916268,37.58113305880544
2005-03-04,37.52000045776367,53.333373225604255,37.4399142909243,37.560308331268786
2005-03-07,38.060001373291016,72.24337468579526,37.452235239668816,37.557322562860996
2005-03-08,37.68000030517578,62.50001610934767,37.54573772176454,37.594558030300256
2005-03-09,37.56999969482422,53.07691743388475,37.566393503827804,37.600887087698446
2005-03-10,37.52000045776367,47.95085299046952,37.56694830244264,37.59859913267073
2005-03-11,37.16999816894531,48.95391412327661,37.55972555710741,37.59277700860354
2005-03-14,37.34000015258789,43.255821380666134,37.49976749739017,37.56146005751775
2005-03-15,37.040000915527344,38.27164951366694,37.47518790588212,37.54505562011554
2005-03-16,36.619998931884766,36.614212252646254,37.40823606121216,37.50764416051641
2005-03-17,36.709999084472656,33.19504439122528,37.286968810546405,37.44189266209926
2005-03-18,36.5099983215332,12.560445230723857,37.19820423730429,37.387678323015805
2005-03-21,36.58000183105469,18.750216742960177,37.09232640410874,37.32266498957265
2005-03-22,36.130001068115234,15.71448034077801,37.013507239023504,37.267652903756506
2005-03-23,36.2599983215332,21.100973619189602,36.877583212729924,37.18338239741271
2005-03-24,36.27000045776367,25.543643891223525,36.782570152545816,37.11498357697719
2005-03-28,36.34000015258789,21.264458533933166,36.70371327642549,37.052392234813226
2005-03-29,36.04999923706055,21.387353338728275,36.64775741121971,36.999622450944685
2005-03-30,36.72999954223633,52.76382680172063,36.55579461519522,36.92927999065697
2005-03-31,36.56999969482422,46.601965119681196,36.58259537320154,36.91451847595915
2005-04-01,36.20000076293945,43.04939255741709,36.58065757652811,36.88899856624545
2005-04-04,36.459999084472656,47.52060253346532,36.522094989822165,36.83796169192649
2005-04-05,36.560001373291016,60.386482332604785,36.51254177361455,36.80996446174472
2005-04-06,36.5,56.00003051751992,36.51984325048785,36.79144867741481
2005-04-07,36.939998626708984,63.7859688230954,36.51679044272049,36.7698598864952
2005-04-08,36.63999938964844,55.639083726873395,36.58189939410334,36.78246275614066
2005-04-11,36.47999954223633,58.4980338467848,36.59083785495643,36.77190991417827
2005-04-12,36.65999984741211,48.27586854883567,36.57378580684565,36.750286923664056
2005-04-13,36.060001373291016,39.676136495262504,36.58704950539433,36.74359899208984
2005-04-14,35.54999923706055,37.5478664008559,36.505965177378435,36.69296213143807
2005-04-15,34.7400016784668,22.784849856647057,36.358893494252605,36.608298213336035
2005-04-18,34.75,20.52111071210676,36.109833214900945,36.4699058774198
2005-04-19,34.9900016784668,26.769229324609995,35.90062810491619,36.34250544205537
2005-04-20,34.70000076293945,13.870984413877622,35.76053173161628,36.242319978085845
2005-04-21,35.619998931884766,36.29030686799805,35.597373121050616,36.12807411029723
2005-04-22,35.09000015258789,33.00732720991486,35.6008540150251,36.09043891189631
2005-04-25,35.380001068115234,34.76190822195015,35.52226111311168,36.016332337132724
2005-04-26,35.04999923706055,37.15010104578995,35.500374952342995,35.969196687575874
2005-04-27,35.099998474121094,43.515834303498416,35.43108638076108,35.9011079875377
2005-04-28,34.75,50.16608516791647,35.38014977973955,35.841766542099435
2005-04-29,34.97999954223633,53.560364935486724,35.283203659779616,35.76089494638837
2005-05-02,35.119998931884766,52.07663526343372,35.236556872465265,35.70305084237711
2005-05-03,35.29999923706055,59.933760613585896,35.21862488160673,35.659861811970266
2005-05-04,35.72999954223633,52.173926154662674,35.23114401321501,35.633205324939915
2005-05-05,35.7599983215332,66.50242787774921,35.30789101767983,35.64037526696187
2005-05-06,35.86000061035156,63.04346473996828,35.37744598750343,35.64923623396715
2005-05-09,36.029998779296875,79.16671397203912,35.4516851602493,35.66484840999563
2005-05-10,35.77000045776367,67.7249617015608,35.540656486256616,35.69189658549942
2005-05-11,35.95000076293945,84.88379571821764,35.57594017418078,35.697682057518996
2005-05-12,35.849998474121094,77.35845435199336,35.63348795706673,35.716372331994584
2005-05-13,36.2400016784668,80.43479162261116,35.66679726738278,35.726270564744695
2005-05-16,36.47999954223633,81.05261467171545,35.75498256139571,35.764324721316704
2005-05-17,36.70000076293945,78.69821950955253,35.86652363537119,35.81733767101446
2005-05-18,37.20000076293945,83.33333333333333,35.99475088576631,35.88272012226816
2005-05-19,37.5099983215332,84.81009398323786,36.180173943792944,35.98029646602159
2005-05-20,37.65999984741211,84.68084001175251,36.38476230959914,36.093607714578006
2005-05-23,37.849998474121094,95.61393969104334,36.5809527000319,36.209636761454604
2005-05-24,37.970001220703125,95.49540261288986,36.77619051143024,36.331145036466935
2005-05-25,37.810001373291016,92.98247081676256,36.95985369747222,36.4525417908548
2005-05-26,38.189998626708984,92.95153814870956,37.09064564759819,36.553094352516744
2005-05-27,38.209999084472656,92.19512648982592,37.2597768751537,36.674346520975426
2005-05-31,38.08000183105469,85.20419384158458,37.40596490735661,36.78809856271596
2005-06-01,38.38999938964844,83.61591661943176,37.50966289561786,36.88379510111142
2005-06-02,38.65999984741211,83.2371204036092,37.64509927931487,36.995365789151194
2005-06-03,38.099998474121094,60.28036300306424,37.80123782825291,37.118672015689036
2005-06-06,38.11000061035156,56.63271065507724,37.847201004540324,37.19136286446178
2005-06-07,37.790000915527344,45.83331861611006,37.887631713126666,37.25941010489806
2005-06-08,37.709999084472656,47.59609653394075,37.872611590419076,37.29871312790763
2005-06-09,37.95000076293945,43.814495831367,37.847594281811936,37.329178754319855
2005-06-10,37.54999923706055,35.775886874666014,37.86334912506232,37.37516556977316
2005-06-13,37.72999954223633,42.61600591035003,37.81514144998513,37.38811621179445
2005-06-14,37.58000183105469,31.674319052715163,37.80204269494685,37.41344090293829
2005-06-15,37.70000076293945,26.699110029665675,37.76788256204036,37.42577874946543
2005-06-16,37.900001525878906,44.11775265569533,37.75743920833253,37.44609149120424
2005-06-17,37.869998931884766,43.023227446222904,37.77937187257043,37.4797144567357
2005-06-20,37.869998931884766,52.857061113941846,37.793314497080324,37.50862441785785
2005-06-21,37.849998474121094,55.22384235667884,37.805112102434855,37.53539290037836
2005-06-22,37.810001373291016,43.859672605105004,37.81201769807889,37.558697016951896
2005-06-23,37.38999938964844,43.103453945745784,37.81170749426537,37.5773121544585
2005-06-24,36.970001220703125,22.85715842736124,37.7468293243243,37.563437134842935
2005-06-27,36.79999923706055,22.535158296283356,37.62731730838258,37.519478918980724
2005-06-28,37.150001525878906,33.33341039767511,37.500037605102264,37.46618412772738
2005-06-29,37.06999969482422,22.87587076956831,37.446185900606366,37.442763194257125
2005-06-30,36.779998779296875,19.553148821815753,37.3883110997168,37.41515108318802
2005-07-01,36.72999954223633,19.021822509153182,37.294724588882964,37.36810276438127
2005-07-05,37.11000061035156,33.18190172666711,37.20784381247579,37.3208358590372
2005-07-06,36.93000030517578,31.196620906753793,37.19279101214898,37.30521843320864
2005-07-07,37.060001373291016,41.95129485278109,37.15236167261464,37.2774244977988
2005-07-08,37.77000045776367,67.09394394369917,37.13815239579562,37.261319081168594
2005-07-11,38.119998931884766,76.1904257316032,37.23535978994455,37.2989991831386
2005-07-12,38.29999923706055,74.46801257712579,37.371458119473814,37.359813979342015
2005-07-13,38.38999938964844,77.9660879966379,37.514310599102544,37.42945733176561
2005-07-14,38.77000045776367,90.61226650556712,37.64903195149422,37.500608595312485
2005-07-15,38.88999938964844,92.85713204451085,37.82148864476645,37.59463762216072
2005-07-18,38.72999954223633,85.21737976650728,37.98587491320983,37.690590345678324
2005-07-19,39.18000030517578,93.77432426414926,38.10035562536775,37.76758361949744
2005-07-20,39.459999084472656,94.11764705882354,38.26645480687667,37.87220707769583
2005-07-21,39.470001220703125,92.07921726962161,38.450077003429904,37.98982130042004
2005-07-22,39.41999816894531,87.79056486186178,38.60698842147194,38.09946425747805
2005-07-25,39.27000045776367,78.69821950955253,38.73206684416015,38.1972815842534
2005-07-26,39.41999816894531,79.42853655133929,38.814825861637615,38.27674224155046
2005-07-27,39.720001220703125,78.44310282995379,38.907929293531105,38.36142786580193
2005-07-28,39.90999984741211,79.31032970791286,39.03286343617295,38.462062929127946
2005-07-29,39.58000183105469,72.25137059487312,39.167807499440514,38.569317515667514
2005-08-01,39.650001525878906,65.35952927096838,39.23122201199654,38.64418302051101
2005-08-02,40.08000183105469,68.45245934396301,39.29564962951691,38.7186880949827
2005-08-03,40.060001373291016,67.45564000063203,39.41631919898426,38.81952614950655
2005-08-04,39.66999816894531,56.15763917076325,39.51534722580069,38.91141320312021
2005-08-05,39.47999954223633,55.072442401748496,39.53913967859217,38.96760468207022
2005-08-08,39.189998626708984,44.79639727344439,39.530041196075885,39.005559856897335
2005-08-09,39.45000076293945,43.77879698270028,39.477726954634825,39.01922198799449
2005-08-10,39.11000061035156,32.75866321371316,39.47346138668169,39.0511315268793
2005-08-11,39.43000030517578,46.75322101744848,39.417544344169364,39.0554921997291
2005-08-12,39.209999084472656,41.05688535470385,39.41946064586266,39.0832335408733
2005-08-15,39.45000076293945,36.12337392806548,39.38723579026419,39.09262358113992
2005-08-16,38.810001373291016,28.37375494655477,39.39689193990654,39.11909596497692
2005-08-17,39.040000915527344,38.4616029533825,39.30660108350415,39.096200069296486
2005-08-18,38.84000015258789,38.32120243471869,39.265585673046175,39.09203716901729
2005-08-19,38.81999969482422,42.51015834822401,39.20011097759105,39.07336776039289
2005-08-22,38.84000015258789,36.32287685902063,39.14163231870385,39.05459975553595
2005-08-23,38.72999954223633,40.49999141694752,39.095227370070624,39.03870348865091
2005-08-24,38.5,25.654488951379676,39.03903847348073,39.015836529657236
2005-08-25,38.59000015258789,32.584325046022755,38.95610947756062,38.977626416349295
2005-08-26,38.459999084472656,20.359266391186452,38.89978496602635,38.94891335977437
2005-08-29,38.7599983215332,48.120188612140474,38.83212559963348,38.912697487529805
2005-08-30,38.619998931884766,33.06445906743083,38.82102909531036,38.901386438196724
2005-08-31,38.97999954223633,54.999972752192086,38.79010137786027,38.880542919210654
2005-09-01,38.91999816894531,53.47216335353706,38.81931648007197,38.88791007647182
2005-09-02,38.77000045776367,47.77070992258836,38.834805970667865,38.890286972210596
2005-09-06,39.34000015258789,65.02465460996106,38.82483589175953,38.88137686002934
2005-09-07,39.40999984741211,74.33156062006205,38.90409193188697,38.91534895577442
2005-09-08,39.400001525878906,72.62577332989513,38.981923918890836,38.9519897625624
2005-09-09,39.619998931884766,80.85116744347431,39.046243550735156,38.98517581910436
2005-09-12,39.72999954223633,78.69834906618632,39.134513609373556,39.03219975338439
2005-09-13,39.630001068115234,80.60623855586587,39.226126829813985,39.08388862663268
2005-09-14,39.18000030517578,55.74716801606563,39.28826132801418,39.12434140007583
2005-09-15,39.15999984741211,57.05890140762898,39.27160578603904,39.12846428193508
